account,shares,pre_dai,post_dai
0xF761BA251966eEa7D52d5257159f3dF27042c65A,"1,712.163531270310000000","1,900.601367289280000000","1,298.661654423030000000"
0x70afBBcAEFacce7C050702b55f62aCE4C85b5a56,"1,711.197039653920000000","1,899.528505232560000000","1,297.928578651580000000"
0x77edCE1fccbCFf14d32998539B635a58bD03EAFc,"1,709.887841916100000000","1,898.075219395600000000","1,296.935563166130000000"
0x78acDeA2AAEFeaB9310F7cccA4066aEef5a0F477,"1,707.819232302770000000","1,895.778942090500000000","1,295.366540153010000000"
0x17536b986Ad773909269FA243e3503c8B64cE800,"1,703.765738485850000000","1,891.279327567680000000","1,292.291999146650000000"
0x143f9Ba1f63aF2C322D6d6d8084b7aE48BdC28Df,"1,703.568919214580000000","1,891.060846698740000000","1,292.142713382890000000"
0x1A79FA1646C36719E69928a0eB249bc7683ECD13,"1,681.875760864920000000","1,866.980175859090000000","1,275.688635020920000000"
0x38CC709EDD356Ed016893947E488176E43ecCE8e,"1,680.648000575580000000","1,865.617290339100000000","1,274.757389155990000000"
0x98D33aeBa642151d5fb53E7966d4A0121093e478,"1,665.944844036450000000","1,849.295929142360000000","1,263.605168443650000000"
0xBc5fBa1FEf0ba69E401Cdf97197d75a5f9d9d4C6,"1,652.643782330690000000","1,834.530974976090000000","1,253.516424883290000000"
0x30f42C1dfb8D4375112B2A4BEF310D9D0cfC3A17,"1,651.008217196910000000","1,832.715402296980000000","1,252.275862469850000000"
0xbb9b68388d9F3db5abE42C63dEF28c2EB3B16273,"1,650.416229340920000000","1,832.058261254100000000","1,251.826844654430000000"
0x9951504F28DA7af3F6A1409A299EF4c51986b681,"1,644.426972460310000000","1,825.409836843450000000","1,247.284043626790000000"
0xc1279d875EC3a465984fc1A04B516A0f4962F42D,"1,640.578990575400000000","1,821.138352549920000000","1,244.365381694340000000"
0x20d5E85420F7f7D6e4a1913201447500cf998d3a,"1,631.899622390800000000","1,811.503747713650000000","1,237.782153842500000000"
0x815AA122E0503043F4c05d50afAd0dc9724afB0B,"1,623.930005940890000000","1,802.657008693210000000","1,231.737266718740000000"
0x81b9A5F21efDB5DF0210471B9A94E0d4ad9951Ed,"1,623.434579559380000000","1,802.107056518140000000","1,231.361489970480000000"
0x236CE7E98430322aA43638629797D7dA0a6E6936,"1,622.531309094120000000","1,801.104373626020000000","1,230.676366911040000000"
0x60fEaD9eC23c24A29C5b451974cb0D1eCd4bE9ab,"1,619.366605855510000000","1,797.591368476390000000","1,228.275966091520000000"
0xa16034B8855F22ba4Abf564d14eC33daf84731d0,"1,585.392238404230000000","1,759.877839335410000000","1,202.506693801560000000"
0x394521a5809170eE794741C3CF16527376Ae34B0,"1,585.239828311710000000","1,759.708655244670000000","1,202.391092026790000000"
0xCFc103e5B42f7FDDaE29dE233114df37309203D0,"1,579.893922040160000000","1,753.774387528110000000","1,198.336267031280000000"
0xbaf36c513D74c690E7Dc425d5Ae1991C4fF3D21C,"1,577.736603385860000000","1,751.379638014310000000","1,196.699958955830000000"
0xFb5E7343BdB5aE8aBC905138EC3F9CEAaFb0f61d,"1,576.909374996740000000","1,750.461366261230000000","1,196.072513172310000000"
0x3b50ae7919823329134e86223B43Ca4341B5487D,"1,576.529851335420000000","1,750.040072864630000000","1,195.784647663610000000"
0x5C96Edc0EdE2165f5C855f32C93af2e55fE25E83,"1,570.404158491200000000","1,743.240196577880000000","1,191.138361103780000000"
0x9FEa8a3c2Cf3A2771C0026712Fa011921bF40458,"1,561.773125220820000000","1,733.659246315130000000","1,184.591794878320000000"
0x8e7A621813606a89E3975385f7dB8B3A0c1D6430,"1,559.693054859130000000","1,731.350246910990000000","1,183.014078983840000000"
0xE99688fBE27758d1B98026B0F1484486c76F4693,"1,556.271246832020000000","1,727.551840452640000000","1,180.418666342200000000"
0x45fD6d37D5dC62D8fEb00EA7c97D677113740a70,"1,549.728105841180000000","1,720.288572378980000000","1,175.455748870190000000"
0x44dB9E95310a44979B5b3dc8B4c6432bccD57893,"1,540.785347993270000000","1,710.361589656450000000","1,168.672742171490000000"
0x90E3d6403fdDE70553150c5d9cb9DD81285F585a,"1,507.255127549550000000","1,673.141089595010000000","1,143.240351655440000000"
0x80CcEd89f4E2e8550668640a4baE9Dbf188Dc62E,"1,503.526755988910000000","1,669.002379736690000000","1,140.412413149090000000"
0x04c015f619AD49767BF3719D9d2788c9967AE58C,"1,497.619648069850000000","1,662.445145464000000000","1,135.931921418650000000"
0x5066dff7c336E44330A78B1bBC24c44b4E0c38C5,"1,476.224051829640000000","1,638.694785918650000000","1,119.703541416850000000"
0x64A8482cBE605899053f8e18d556BEB5a7128F8a,"1,461.742833350200000000","1,622.619788910850000000","1,108.719658858260000000"
0xb49b145D6384BAa7Bcb1226484ee0f776ae5d344,"1,455.083245292140000000","1,615.227257801790000000","1,103.668417264050000000"
0x3A16Ced71Cc923092251e62E58552A452Ee0A679,"1,449.212315917510000000","1,608.710183823220000000","1,099.215366655610000000"
0x0b18D252ACD34A3d6554D7f43f24227299db27d9,"1,438.011193245690000000","1,596.276284445960000000","1,090.719409210720000000"
0x550791513F3d0304e93770220100dfE1AC866aa3,"1,434.723974298470000000","1,592.627279715060000000","1,088.226081255480000000"
0x59F960BC4722Bf6B9dF9ADfA2b6CB16aEC89c608,"1,429.352455057770000000","1,586.664580109080000000","1,084.151829038040000000"
0xae3F961f10DCB5E0518366056cECdbb103B365aC,"1,426.602729731630000000","1,583.612224642390000000","1,082.066185478860000000"
0x1df7bf6d9fc7098a9D198779E6568fdc37E23b5b,"1,424.623007996140000000","1,581.414618065330000000","1,080.564583174320000000"
0xe023157072e36a8a79A17FDb9c3471b6b6e575d5,"1,422.644651925280000000","1,579.218527455650000000","1,079.064016714930000000"
0x32ea9A45e25A530884e68d73a0b9b9bE10862596,"1,407.946296244320000000","1,562.902495491460000000","1,067.915437413180000000"
0x31d1093fA8a249CDBDDA06c1637bCC82019d1668,"1,405.158171867460000000","1,559.807514839170000000","1,065.800668496620000000"
0x7FCafefd42E5C25118de8f5920Ea2C35F87eA864,"1,403.585823021240000000","1,558.062115925800000000","1,064.608055106210000000"
0x20ca55EE3E4184C5D122d9325442CbAFf94DD838,"1,402.475478877260000000","1,556.829569174470000000","1,063.765868401110000000"
0x492Af9a0B99FED66dce727bB96Ad133dB83CdAf6,"1,397.571179621210000000","1,551.385510998130000000","1,060.045998616870000000"
0x6dDBD9C47B2219bcC26bFD9BDFAd1099A50B142e,"1,397.284645830770000000","1,551.067441781060000000","1,059.828665144020000000"
0xCb0b3fbA44676Ae1Ade8dc211d43ded01f0513fa,"1,394.810080142000000000","1,548.320529558240000000","1,057.951727858150000000"
0x3aa8a68C034a597f20CEcC36c7b10C48bfb016Df,"1,391.576627297260000000","1,544.731208336560000000","1,055.499181039950000000"
0x596A1360700c26125Aa2050fb0a5A5dA17BeF6BB,"1,384.950473372200000000","1,537.375791064880000000","1,050.473298954720000000"
0x0B19c13275A631916904Cd00f749bc1E72D619DA,"1,383.658518302800000000","1,535.941645595400000000","1,049.493361888420000000"
0xa1539CB66d9B0DF1E91B5dF40D86c55C5CDeE330,"1,380.007649874750000000","1,531.888968733980000000","1,046.724208857030000000"
0x20fCFf493e6d128af448AEa9F526F6Df1Ed09E5c,"1,371.656829443580000000","1,522.619071063820000000","1,040.390181716010000000"
0x6A7EC2A32226d2AA0cCD7ee599921168Ac70408c,"1,369.576944325820000000","1,520.310277291240000000","1,038.812606327500000000"
0xEC8c9EA7B406b08E9BC12e1AD01a68784C27F600,"1,368.604458212570000000","1,519.230760993440000000","1,038.074983780550000000"
0xac6df97AaFAdf6FCA01A1d741B0b8edeA51A1E98,"1,366.266382584410000000","1,516.635360697530000000","1,036.301573058980000000"
0x5b2a338fd42da861d0e1F217Fd40fAA083278B28,"1,356.754213947170000000","1,506.076298792730000000","1,029.086673060250000000"
0x34ADf158a042F8DeAE7998947c8dC4B79258b3A0,"1,353.942561809430000000","1,502.955200953800000000","1,026.954058534720000000"
0x02a4fe04e840f0b54B322A80bFC608b0f9e6BFF1,"1,353.866013573550000000","1,502.870227947950000000","1,026.895997340900000000"
0xfc5DeC71d37C07A1567fcf2F966Bca67f16E9924,"1,350.701255029120000000","1,499.357161405630000000","1,024.495554572380000000"
0x090ABBFa4A0cd49602596162E411D740ea595Af6,"1,350.051354065300000000","1,498.635733435760000000","1,024.002610151200000000"
0x715d2cbf954fC1BbE5783E5D3377188df37D5489,"1,349.751828201340000000","1,498.303242259430000000","1,023.775422299730000000"
0x03D644CE58E7FFD36746b160b1C18F58cf44F788,"1,347.433774058630000000","1,495.730066979950000000","1,022.017197706670000000"
0x1289a943f841abB4AebfBbea6cD17607cbA94375,"1,319.772097358640000000","1,465.023992707650000000","1,001.036048318050000000"
0xBFc7CAE0Fad9B346270Ae8fde24827D2D779eF07,"1,309.333221832560000000","1,453.436232113830000000",993.118248929490000000
0xED78fcEa8f8cb4b884Cba3dA5e75aBF653A339C6,"1,303.588953214500000000","1,447.059758961490000000",988.761269440826000000
0x7CC696a7734F459D55D1B4D716b1F56416f0C21f,"1,289.990506099180000000","1,431.964689648100000000",978.446961545681000000
0x2E9214343416884B53774e7fDb95CfF04592F9F9,"1,288.736111247840000000","1,430.572238211060000000",977.495513589232000000
0xB6cA51CA72C689b720235aCA37E579f821FA05EE,"1,288.327507721150000000","1,430.118664468050000000",977.185591246951000000
0x2437a012CBac1Eb3ED0211A2C897232C78bf6423,"1,284.784714997320000000","1,426.185957940930000000",974.498412729259000000
0xb7ffF7f90Cd3B48C3073ECa67c21F0da31B8AB45,"1,283.939947471920000000","1,425.248216723750000000",973.857663658213000000
0xbf7415681Cba84971024225036b06300753b9f46,"1,279.050175028700000000","1,419.820284156810000000",970.148812339468000000
0xaea90572ACd703FA8D6B72C2C2AfBc83eD0e7272,"1,272.945972349180000000","1,413.044263206110000000",965.518825889027000000
0x7B0582Dfaa855B6435C3D4D283770fF3F0C1a002,"1,272.532250662780000000","1,412.585008007360000000",965.205021465603000000
0x0fcf661c4E048BDc1c0Ca7Bed67745647593aeB0,"1,264.397837744600000000","1,403.555335296760000000",959.035137605123000000
0xa1d509aF0aB2e2c2FBfF2AC5BB1fad50Ba16C65D,"1,262.626821926160000000","1,401.589404458650000000",957.691836985312000000
0x484937C6E4C2c406b4934505f370a5349194890a,"1,261.657589479360000000","1,400.513499920350000000",956.956682317022000000
0xF2879CE99f464A2F468B7560C59A93c3882C55E5,"1,258.828495702770000000","1,397.373040845170000000",954.810838454962000000
0xbeff212e57f38b68a194B56e021d5564149455fA,"1,256.352595148920000000","1,394.624646844250000000",952.932888685137000000
0xff25D5f98BA78503fB167c730614e3828CEcBb5a,"1,254.001416974940000000","1,392.014701958380000000",951.149539792638000000
0x58E5fa12403E3421267d72b897514621eFB02D76,"1,250.597175466750000000","1,388.235795360460000000",948.567451208031000000
0x2baD8bFcC553325F457184bbCC2f78Cb2790A202,"1,246.617526005610000000","1,383.818152378910000000",945.548920525156000000
0xaa032932618f61271b6aAaf95ED11989c604d088,"1,239.595028239270000000","1,376.022770329980000000",940.222414966047000000
0xf00E0844205159ad2C6E5ec10e335E083A9590F2,"1,239.351972068030000000","1,375.752963805700000000",940.038058902105000000
0x2bdfd0C77ecAc63fAbACB225FDE5e3E078A4eaE3,"1,237.377777002220000000","1,373.561492154280000000",938.540648530085000000
0xcAb64f650324db506E5df9d93ba6B72da549D8cC,"1,235.173120056060000000","1,371.114194375910000000",936.868434757944000000
0xb56886CF3C89B12cf775B7E43B01963694FdaBCe,"1,233.620761141860000000","1,369.390985452830000000",935.690983563038000000
0x0E7785CA2a2C82b557c93C4226EF9d8A72204E92,"1,228.409462474990000000","1,363.606140027320000000",931.738257304827000000
0x58281473FA58D2AdE1ABb3c2Cb3CfaF8519E0302,"1,225.497874162300000000","1,360.374107206270000000",929.529842030177000000
0xF4F7B6750BA70D3BC2F6A66B45bA507626445031,"1,222.571512620580000000","1,357.125675239460000000",927.310221385416000000
0x6007a0437F46EE4215eBc9076F64f19dD6a3bAB3,"1,220.167168320430000000","1,354.456712853070000000",925.486546432874000000
0x8AaD8C0A8d08282e99C4174a141318a3f5cc0EA4,"1,210.323077587910000000","1,343.529198065940000000",918.019886313382000000
0x657B6deb96f5f8c71395fC86a0624F2050eD5B38,"1,205.863707105280000000","1,338.579036774830000000",914.637491265892000000
0x2383f513dfdc4b3a39795a7dBc5eFA7d227fFB0C,"1,205.155415492380000000","1,337.792791779340000000",914.100258027929000000
0xeFfEE111AA715c57F0c4d4c89714f4e930cBa0c3,"1,202.011652564190000000","1,334.303031595440000000",911.715740257943000000
0x764d18e64Af973C4831f20ec9Df09FDDE328e94f,"1,197.216164224770000000","1,328.979759882050000000",908.078402639838000000
0xFe438AaD9c8d7b56101D8339293e3F6a351f07B0,"1,195.874195427200000000","1,327.490096257670000000",907.060530580889000000
0xfBD080a774d836e0ac54A18eb53D9b8Ca75255aD,"1,194.585617993810000000","1,326.059700161140000000",906.083155423121000000
0xdcc291E15C76A1D586406301bA5da44776bC1f46,"1,193.202590482070000000","1,324.524458969630000000",905.034140674412000000
0x95324C4386fc746E6d71F530bEEE656276580e8C,"1,192.181255983020000000","1,323.390718114910000000",904.259467037205000000
0x06582A0225b736A6015F6Bb93A1B58f2fEF7Cb31,"1,189.014816674410000000","1,319.875785826330000000",901.857749423174000000
0xB744c60f90620F905857A0169cE3F87aD552Dc1D,"1,185.605887908180000000","1,316.091676098630000000",899.272105592719000000
0x0deAe25FeA08Fe58A26E534799f96978887F59c7,"1,177.481335751630000000","1,307.072949408490000000",893.109701037094000000
0x8251c0D706119F245e7e2871d0e59b64AB032FC3,"1,172.824750733340000000","1,301.903868481930000000",889.577720421130000000
0xD8B5B41d9D1f2FdAEc65527044C35B95e9c32Ec7,"1,170.363594668380000000","1,299.171841723530000000",887.710954222257000000
0xb20f977F3de5cC320Fa90e8d13C9F984Bb81995C,"1,167.686225524460000000","1,296.199805838680000000",885.680192219425000000
0xaC1e4dF99C6F9f4C8e625F5a69DC7ad3758339bc,"1,167.247629125340000000","1,295.712938258200000000",885.347520535384000000
0x70F22cC0731cB1C73348209D29c5064DcEBB77Dd,"1,166.431745072380000000","1,294.807259379820000000",884.728679335531000000
0x68473a7E6F81ef47794e95D23434c1597D2801aC,"1,163.329449250000000000","1,291.363530101590000000",882.375614016928000000
0xe5BE77e6E9cFCaE7f24dbf9a20F0fb24eF5B555c,"1,161.180333229920000000","1,288.977885990130000000",880.745527570622000000
0x816207D778Ff05bC779A51cC53Fdc591234E5D1B,"1,159.901755871830000000","1,287.558590560350000000",879.775737385962000000
0x42451Bc15e30F9BE2e3cB6Ca5A7C6e28AED6BEA6,"1,158.240786006300000000","1,285.714817147470000000",878.515905696918000000
0x2859FA1c532c0cF9551Dd8E5E93F94a4390590ee,"1,153.061874847970000000","1,279.965923745170000000",874.587745091842000000
0x4de885692772Cab7bb33A31aC5EAFD7835023769,"1,150.529284057220000000","1,277.154600275310000000",872.666796253585000000
0xB58e84E9d0b53eC2D0597928BaCBd0421473CF7f,"1,149.058684790610000000","1,275.522149329000000000",871.551359064503000000
0xc424ED19bE3eC9E1A30BfA8521dA81Aa690E6e65,"1,145.789679903700000000","1,271.893363267240000000",869.071846320998000000
0x6a3aAeD532C5956Ee3EED2B4509756FDaB91B19D,"1,135.564426387890000000","1,260.542735562540000000",861.316077432567000000
0xAA031dA50fAeFD5a28274c0Be5CdDe04ce1dDfC9,"1,135.209792747730000000","1,260.149071540920000000",861.047090795812000000
0x82786fEBa150Be611d8879F69c9EEc895Cf0821F,"1,132.855619691390000000","1,257.535802160990000000",859.261470310210000000
0x2f3Fd034652d3D5c4637787550De5A6Ff888fBaA,"1,127.121316457520000000","1,251.170391166240000000",854.912049481731000000
0x6AE0258F58c0DE39ED2BB0905382eAe664F00221,"1,118.448691972020000000","1,241.543272229250000000",848.333936669011000000
0x913f09Ff8867CaB9cA929A25455e551C2364Ed6F,"1,117.740329417520000000","1,240.756948484440000000",847.796649622438000000
0x0aBD4c37e33110DF032431704c3Eb7e2A97CC40c,"1,115.386371476860000000","1,238.143917895460000000",846.011192300272000000
0x91809CEdF75e27c90ae4160216508252A617616d,"1,115.039989153610000000","1,237.759413316800000000",845.748464218075000000
0x0Fe3CCd92bB596d355476D1169D1deFd0b99dC64,"1,103.182381596690000000","1,224.596777433110000000",836.754568503021000000
0x738F268Aa2d339787Ccc403D2B8ce3ae3bCad09E,"1,101.957019470370000000","1,223.236554013920000000",835.825141624589000000
0xE7e7e3efd2fb364be1f25EBf51C4c27fE64e96A0,"1,098.504923226300000000","1,219.404525868440000000",833.206755624841000000
0x0B7D85294e4365486b920D9Cd396B4AB3036b37c,"1,091.044246713800000000","1,211.122739858170000000",827.547895167948000000
0xF5390Ccf2367bE5CF993CDaED97f407785Ae45a6,"1,091.011438788250000000","1,211.086321147570000000",827.523010632046000000
0x970d48C18B61b96A42c0dFD5bAE1298B28c7e089,"1,090.338723516130000000","1,210.339567965040000000",827.012761749684000000
0x6d1a748Af2a80c835482F82E844011f2Afde1D19,"1,090.024048940600000000","1,209.990260835440000000",826.774083727751000000
0xBcc49405aD7A3beb73b1bc417e503e5e51AB4320,"1,090.010487491220000000","1,209.975206835780000000",826.763797482333000000
0xed02f16a57c32a08b55d923Bf4690D200722f462,"1,089.343192218930000000","1,209.234470169130000000",826.257659624305000000
0x270224da22FeB301D95f2B9fE1c8AD20A275FAa1,"1,089.157021142850000000","1,209.027809417820000000",826.116450427145000000
0xefcBF90f60e0714362D942a054e6B716983fEA2b,"1,088.997207606650000000","1,208.850407072850000000",825.995233202543000000
0xd2Eb6d19A50707b89a159849cD4C2FAF75614b1E,"1,088.649888785680000000","1,208.464862927110000000",825.731794794694000000
0xB8326672515862B53CeF8daFc9d790BB1D67557c,"1,087.542426146650000000","1,207.235514814320000000",824.891793686890000000
0x05d639861B8B7058ae237B41ef71ca2291A295e3,"1,087.243290246840000000","1,206.903456520940000000",824.664901619951000000
0x4f5ff2785c2720889278de62fFF304209cd2fc7d,"1,086.843183649830000000","1,206.459314865390000000",824.361424127450000000
0x44581aF545c0E2F03A23f9aFc6C2f4b9B6Bce357,"1,083.636074308120000000","1,202.899236468340000000",821.928858634988000000
0xABB53BA4E5B7207Ed9CBA559d0046091bEC560Fc,"1,079.604515467950000000","1,198.423971048890000000",818.870955124220000000
0x1dddd5e5cD54175a8d63082217C6e7B6eFbee90c,"1,079.049379122670000000","1,197.807737331950000000",818.449888870075000000
0x99152f5E0f17eD1A8dcA2351425283b2CC0AAFA7,"1,078.154609443980000000","1,196.814490808680000000",817.771213585837000000
0xA7Ab3385C42639EE231299168E02a21DB59abCa2,"1,071.615207635200000000","1,189.555373445160000000",812.811132251999000000
0x850648910FEa9f745C69c76219613fF2e56D1F74,"1,070.943038679920000000","1,188.809226706180000000",812.301297746375000000
0x949D45E4538c3366f291A4fC73931C8f597F9283,"1,070.703867305130000000","1,188.543732532510000000",812.119888267900000000
0x2941022347348828A24a5ff33c775D67691681e9,"1,070.241609775940000000","1,188.030599717800000000",811.769269815473000000
0x5cff9c1362A71247DA33887bE2a44aC36a8724BB,"1,069.071727067270000000","1,186.731961687580000000",810.881923609241000000
0xeE7e8e35d0Ac1080427dC100cDF61f1035b38463,"1,067.545009886790000000","1,185.037216584280000000",809.723921453946000000
0xa7e9c569b7Dd3Ab45Cedd2780fA2504e9b22F4E3,"1,065.114147731190000000","1,182.338817831910000000",807.880132930818000000
0xd577F9c4bBc9138C44D38DD3D3439612B14152c9,"1,062.418860533520000000","1,179.346891862480000000",805.835780234746000000
0xCf53019Ba79930168eEEb119709576315aE51ebF,"1,061.914744116460000000","1,178.787293241170000000",805.453412167534000000
0x8F64365AB412EBd4cbAdeBE48542A792c3FF384A,"1,061.243559009550000000","1,178.042238631270000000",804.944323902635000000
0x2B3bAb1c561EF385386401e77f8920820e15D11c,"1,061.121597329440000000","1,177.906854053950000000",804.851816992879000000
0xF0b7a830Db92a017aC2FF7Eabb4Cd42841d6aF7e,"1,052.581486486290000000","1,168.426832987710000000",798.374214664622000000
0x509Dc8A3cF82F02B398dF50007182effFAf0fa73,"1,051.226982865110000000","1,166.923254978140000000",797.346835047266000000
0x4e7FE96cCA62e27feAFD5218B1A34cd0dCAbC503,"1,043.866128493610000000","1,158.752277365670000000",791.763688845707000000
0xb4Ec21c0f42057F8882448cA28d8757C45147d47,"1,043.164634917150000000","1,157.973578587070000000",791.231611861278000000
0x8da02D597a2616e9eC0c82B2b8366B00d69da29A,"1,038.277094602620000000","1,152.548123813140000000",787.524453593385000000
0x2ecbA8098C7C112532F02F2295b0df0732b96527,"1,037.593797340520000000","1,151.789624004620000000",787.006178360526000000
0x8ba37002483Ae41B266EfD27a94EDd5aC62ae0f6,"1,035.725161441110000000","1,149.715329183760000000",785.588833729408000000
0x0317B8a0Eb634Aeea8be664954803C2241b94Edf,"1,035.639396644600000000","1,149.620125258120000000",785.523781851774000000
0xed432d1DfbEffF6127B24b421f93945467AFE07C,"1,035.206264214900000000","1,149.139323002340000000",785.195254542634000000
0x392aCFD0792C32222edF31C20dD0Cc51528bb9Ea,"1,034.362818781800000000","1,148.203049384720000000",784.555508267491000000
0xbEF99C0Fda2AA943EEf070B3cD493b27b63B367a,"1,026.883686447270000000","1,139.900776335720000000",778.882649224635000000
0x9CD0F378c0690BbfF0e4526421f88da4d504f9bB,"1,026.607028154380000000","1,139.593669496840000000",778.672806233714000000
0x417ca585e5601467f7F9aBfFaCd0207f4AeEB566,"1,023.830945017280000000","1,136.512055322890000000",776.567170496356000000
0x62fED7Bc09B65d47fA1D41Fc904CCcCBBA7cC233,"1,023.124158097660000000","1,135.727480624690000000",776.031078555605000000
0x47AAd31ca04e65BF5D549d03DcF6B66390BFA2C5,"1,021.544581986320000000","1,133.974059025570000000",774.832983345321000000
0xD76Bac820941cD088c12D2bd0c218DeAC4Fc5C93,"1,017.821246969870000000","1,129.840940025030000000",772.008865015432000000
0xEbeDB34A32e45D0C9cFD4f31517297f20221b8cB,"1,017.218224546460000000","1,129.171549968810000000",771.551477573320000000
0xCDf4Cf1DeE0747A8C0c9A5ACf98c85A83E96a0F9,"1,016.308025149590000000","1,128.161175558540000000",770.861098977465000000
0xe04e84E9b99098063fEaa31Ae7be868891bAC032,"1,010.570819311710000000","1,121.792542504080000000",766.509476548234000000
0xFC9D58FDFaCc715a290F5463aCa17e07AB7B21C1,"1,010.546059613180000000","1,121.765057794800000000",766.490696524904000000
0x3e10048efEd71C56bae0c2E8deA106f53fae6422,"1,010.497198487220000000","1,121.710819095580000000",766.453635771353000000
0xB01E1183563acc3d71d67376B154Ba5BB7d8Ec39,"1,010.384137368670000000","1,121.585314660640000000",766.367879862768000000
0x0Aff389917caA2ECDEe09A9d2BF186888BE48148,"1,007.802231840310000000","1,118.719248956170000000",764.409526210334000000
0x609dc9a18d70B0aA0e95fb37df195dAA5cBaF409,"1,004.759143747460000000","1,115.341243710520000000",762.101369457177000000
0xB5D95ee1d95c73de5bdcF34021A42Cfca3770C54,"1,003.507312141880000000","1,113.951637625750000000",761.151865701102000000
0x830614585C635f3Eed95CA3e80D7B86C828d34d1,"1,000.000000399460000000","1,110.058317057120000000",758.491599209728000000
0x1D5D1544752214232AC3e4Dd56cE626C156EB8b2,999.169713842619000000,"1,109.136650559520000000",757.861833831678000000
0x7003D8dff45804c7209E2c0DA5279e1190F038B6,998.323779930807000000,"1,108.197614585410000000",757.220200066338000000
0xBa3c69143244Ffbd80f8e214B2a641B01d230E6D,996.137102333217000000,"1,105.770274932450000000",755.561623479048000000
0x97E71D610C2e813Dd47D5433BF7a6A69629200F5,996.106474230091000000,"1,105.736275951850000000",755.538392320137000000
0x2638C7f0CC688DE57442cfd76fcd76e9740ac66d,995.388176976084000000,"1,104.938924111240000000",754.993569887455000000
0x0039e762ECd8e8F074e93575dc395aBFCe4ef8b6,995.338906145315000000,"1,104.884230615780000000",754.956198376245000000
0xa28e0bb360C9BdC58322b82EeD104C7304C36694,993.530728683712000000,"1,102.877048186620000000",753.584710962287000000
0x0154d25120Ed20A516fE43991702e7463c5A6F6e,993.073634119997000000,"1,102.369646564690000000",753.238008575803000000
0xd43f3716CbB9386352880a9BD52f7F07aC01752B,992.531656690230000000,"1,101.768020011350000000",752.826923248528000000
0xf189E3733aC6644b1Ed5D399365633247daC98e0,992.531315931625000000,"1,101.767641749430000000",752.826664785989000000
0x598F128037F8C91Eb3b4A24885F4C7CCF1cd5070,991.795295398337000000,"1,100.950616035260000000",752.268399394866000000
0x0cF042E45Fc7ac48EBA5b9A6C2AD09266f3E01DB,991.070530952367000000,"1,100.146085234420000000",751.718671651412000000
0x4f62B37B30EC6bd8a49e8C8a6328A3B4c725A418,990.348019147865000000,"1,099.344054996980000000",751.170652517587000000
0xEdc15E460495104aaBE944C31f15A41fd9E1ca93,989.955710186635000000,"1,098.908569171890000000",750.873089466318000000
0x00645Dd21310882cC32399abCb54e0a05b3b5D1d,989.580728569290000000,"1,098.492317708980000000",750.588669059817000000
0x8c50609220093e72F7AEf6fc9998712bfba0e5dD,987.684298246471000000,"1,096.387169457250000000",749.150242592047000000
0xe58231fcDEB503b79da61AE326CBD2bE85B20e38,985.526057948094000000,"1,093.991396864790000000",747.513235457306000000
0xaB123CBd420cD3a6C6aC078d5dC7eD2D67587124,984.662739721373000000,"1,093.033063287330000000",746.858415835155000000
0x520e3e9Cb28cD347EEe81776ECa557De9EFa13a4,976.568799095831000000,"1,084.048317181770000000",740.719229868632000000
0xe68dc2156B68eBcd5a92A8f7499d7c1B71Df3795,974.535141662634000000,"1,081.790838834910000000",739.176717790498000000
0x2F4e16541458EaB1e320DeBcdD90546E1df3f42D,973.281714764950000000,"1,080.399461882870000000",738.226004018760000000
0x9ADA81456588e7f897440606b6a795255b6bAc23,972.750691295123000000,"1,079.809994863870000000",737.823227178074000000
0x5878Ea44567544ff8E317E7fC375AaD0EF05Fa9C,972.358761187383000000,"1,079.374929588240000000",737.525951483995000000
0x4f60ebea739c8c1d095a200c5887802077EE6ebF,971.233747607543000000,"1,078.126098907640000000",736.672638135030000000
0x69Dd1e4226D46D2EDA53d86328829dca37493Df7,970.714637268867000000,"1,077.549856158950000000",736.278897304239000000
0xC8DAF8099D39982D6A2b2d1CaF6bC1b469D9CEd3,968.150461940758000000,"1,074.703472010730000000",734.333991859744000000
0x37041eC29c9c687bc9cbf1eD5b324abCf6078fcd,967.639919681954000000,"1,074.136740330360000000",733.946749845555000000
0xa8134D86Bd51C7Db2c4235f859835500D6481848,967.510839025521000000,"1,073.993453274170000000",733.848843252069000000
0x4c5f4f9dF7968B0DB448526162114a04F3462bad,967.182891038526000000,"1,073.629411883790000000",733.600097459054000000
0x93825973eae37871Eb1dEA345F0dCa13D1718b40,965.950963047038000000,"1,072.261899971370000000",732.665690427053000000
0xE43366DE68471b3A0eCB05eb8044A28dE7854356,963.151090808842000000,"1,069.153878507900000000",730.542010856369000000
0x09113a1C53379eae1654265fc67f375ee9B0E0ab,962.531135019795000000,"1,068.465691428340000000",730.071779598683000000
0x8AbAf5733742B1506F6a1255de0e37aEc76b7940,961.000616132257000000,"1,066.766726208490000000",728.910893880517000000
0x0396Dd6aCc42cE2f0733e2E6FeD7cD157ec930C1,959.331471291620000000,"1,064.913878096510000000",727.644861541536000000
0x6eC08837e836b1F50f5CF72F79527261E483f687,955.708949945518000000,"1,060.892668149160000000",724.897209533658000000
0x4EB9aE91310544F6424e89D0ED085c64eCE25D16,955.632700872753000000,"1,060.808027231800000000",724.839375252540000000
0x49A6Db21C8ae42551e9eF82520a805839908A390,955.497880332001000000,"1,060.658368569290000000",724.737115005020000000
